,01/31/90,02/28/90,03/31/90,04/30/90,05/31/90,06/30/90,07/31/90,08/31/90,09/30/90,10/31/90,11/30/90,12/31/90,01/31/91,02/28/91,03/31/91,04/30/91,05/31/91,06/30/91,07/31/91,08/31/91,09/30/91,10/31/91,11/30/91,12/31/91,01/31/92,02/29/92,03/31/92,04/30/92,05/31/92,06/30/92,07/31/92,08/31/92,09/30/92,10/31/92,11/30/92,12/31/92,01/31/93,02/28/93,03/31/93,04/30/93,05/31/93,06/30/93,07/31/93,08/31/93,09/30/93,10/31/93,11/30/93,12/31/93,01/31/94,02/28/94,03/31/94,04/30/94,05/31/94,06/30/94,07/31/94,08/31/94,09/30/94,10/31/94,11/30/94,12/31/94,01/31/95,02/28/95,03/31/95,04/30/95,05/31/95,06/30/95,07/31/95,08/31/95,09/30/95,10/31/95,11/30/95,12/31/95,01/31/96,02/29/96,03/31/96,04/30/96,05/31/96,06/30/96,07/31/96,08/31/96,09/30/96,10/31/96,11/30/96,12/31/96,01/31/97,02/28/97,03/31/97,04/30/97,05/31/97,06/30/97,07/31/97,08/31/97,09/30/97,10/31/97,11/30/97,12/31/97,01/31/98,02/28/98,03/31/98,04/30/98,05/31/98,06/30/98,07/31/98,08/31/98,09/30/98,10/31/98,11/30/98,12/31/98,01/31/99,02/28/99,03/31/99,04/30/99,05/31/99,06/30/99,07/31/99,08/31/99,09/30/99,10/31/99,11/30/99,12/31/99,01/31/00,02/29/00,03/31/00,04/30/00,05/31/00,06/30/00,07/31/00,08/31/00,09/30/00,10/31/00,11/30/00,12/31/00,01/31/01,02/28/01,03/31/01,04/30/01,05/31/01,06/30/01,07/31/01,08/31/01,09/30/01,10/31/01,11/30/01,12/31/01,01/31/02,02/28/02,03/31/02,04/30/02,05/31/02,06/30/02,07/31/02,08/31/02,09/30/02,10/31/02,11/30/02,12/31/02,01/31/03,02/28/03,03/31/03,04/30/03,05/31/03,06/30/03,07/31/03,08/31/03,09/30/03,10/31/03,11/30/03,12/31/03,01/31/04,02/29/04,03/31/04,04/30/04,05/31/04,06/30/04,07/31/04,08/31/04,09/30/04,10/31/04,11/30/04,12/31/04,01/31/05,02/28/05,03/31/05,04/30/05,05/31/05,06/30/05,07/31/05,08/31/05,09/30/05,10/31/05,11/30/05,12/31/05,01/31/06,02/28/06,03/31/06,04/30/06,05/31/06,06/30/06,07/31/06,08/31/06,09/30/06,10/31/06,11/30/06,12/31/06,01/31/07,02/28/07,03/31/07,04/30/07,05/31/07,06/30/07,07/31/07,08/31/07,09/30/07,10/31/07,11/30/07,12/31/07,01/31/08,02/29/08,03/31/08,04/30/08,05/31/08,06/30/08,07/31/08,08/31/08,09/30/08,10/31/08,11/30/08,12/31/08,01/31/09
HDF Eurovest Ltd B (EUR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079505,0.02537274,0.104712733,2.45E-05,0.008742827,-0.003271121,0.004263567,0.020489516,0.018874184,-0.001777522,0.00039094,-0.000930556,0.01254337,0.009162604,0.007077557,-0.009139273,-0.003326182,0.014231849,0.0080201,-0.002954678,0.005083511,0.005575952,-0.011760451,0.004999815,0.012859315,0.010970332,0.001371168,0.013607963,0.01173411,0.008348459,-0.005192644,0.004915803,0.009888345,-0.000660717,-0.003752156,-0.00093347,-0.000291233,-0.003603732,-0.007307863,0.001973949,0.00534507,0.015690142,0.007451701,0.014649954,0.018747119,-0.00718576,0.015953968,0.006703406,0.011618242,0.034820616,0.029235664,-0.002387137,-0.001770414,-0.017594859,0.011859947,-0.00640616,0.000357018,0.024372986,6.25E-05,0.010180009,0.019773926,0.017958836,0.036605919,-0.006659758,-0.007168118,-0.022492393,0.026336045,0.029898686,0.031104015,0.02093981,-0.036912968,0.019554075,0.030075196,0.054014973,0.017743509,0.018564367,0.029503354,-0.037987985,-0.023850997,0.008421943,0.008216342,-0.001707212,0.021776213,0.012229688,0.020624436,0.017013487,-0.003443417,0.027476077,0.018003078,0.016611145,-0.001751724,-0.005539533,-0.037186934,0.014599133,0.043821086,-0.036420987,0.011471989,-0.047765708,0.015495002,-0.046276768,0.007040317,0.020206174,-0.011910302,-0.027800312,-0.007700642,-0.082644256,-0.05692043,-0.019092831,-0.005176054,0.011628618
HDF Global Equity A EUR,,,,,0,0.003983,-0.000324707,-0.045735944,0.00190905,-0.017283668,-0.000207742,0.006579436,-0.009563813,0.037304658,0.049088716,0.025088649,0.012267826,0.012119151,-0.012521399,-0.002338823,0.00382497,0.015980504,-0.023654402,-0.035627152,0.069390775,0.021208563,0.001941744,-0.000234716,-0.004522717,-0.037406941,-0.022616271,-0.032986875,0.048703092,0.030795734,0.031556123,0.004012448,0.008804527,0.048862719,-0.001696916,-0.005374023,0.027015297,0.055024812,0.063603252,0.025068303,-0.014747485,0.066600022,-0.003464018,0.066491487,0.020433435,-0.025634754,-0.034462295,-0.026116294,-0.010682302,-0.047029194,0.009101582,-0.016348186,-0.004728791,-0.028791968,0.006127059,-0.016206232,-0.036040285,-0.0234067,-0.023490203,0.024164207,0.017707939,-0.018754598,0.006901711,0.04503088,-0.024723918,-0.014433926,-0.005722422,0.016314389,0.067584081,0.001946513,0.014618085,0.041164004,0.015814891,-0.005295373,-0.047818698,0.021741628,0.017162854,0.009701614,0.038795526,-0.002454375,0.074175146,0.044507777,-0.023107158,0.017519871,0.020803778,0.038443554,0.067201796,-0.022498844,-0.001354372,-0.036177785,0.007921687,0.015975904,0.023714089,0.027049346,0.044971379,0.007238508,0.000490272,-0.000392025,-0.008002157,-0.049718898,-0.066768126,-0.039058537,0.032339493,-0.004266807,0.021762782,0.004083399,0.013298995,0.059006325,-0.002628491,0.03275898,-0.011899202,0.008789005,-0.006251684,0.007729501,0.078994609,0.089459962,0.00985815,0.028474823,0.010416315,-0.019810319,-0.037236521,0.009269812,-0.002261002,0.026483827,-0.014404296,-0.008650974,-0.024005135,-0.042998902,0.013334,-0.010741613,-0.03121804,0.012671506,0.040890385,-0.018992212,-0.029024862,-0.018729048,-0.057544615,0.032323049,0.008217609,0.020649909,0.021337164,0.004357187,0.042770696,0.00430812,-0.00775672,-0.04767418,-0.057958054,0.013400686,-0.046347531,0.010212093,0.026809397,-0.042210035,-0.024234974,-0.022864317,-0.00713846,0.023894017,0.029614284,0.041093737,0.017899761,0.052234775,0.000617861,0.02170255,-0.003112053,0.006486314,0.048666152,0.027970475,0.009945596,0.00132765,-0.027237428,0.019452315,-0.016769324,0.002238002,0.005456099,-0.000590744,0.019804207,0.024770911,0.020834587,0.031668662,-0.004958341,-0.020420784,0.026798838,0.043056273,0.03591698,0.002836339,0.052956595,-0.044608129,0.061168863,0.038413956,0.034399169,0.025568442,0.020401687,0.014140717,-0.055716936,-0.02268275,0.00218221,0.014343644,0.011704552,0.041849775,0.001644877,0.026454789,0.022248861,0.018857726,-0.024525792,0.023624023,0.023408134,0.011221606,-0.001787622,-0.036329679,0.017405239,0.02884417,-0.048723629,-0.001311906,-0.090177394,-0.012750611,-0.054523332,0.027886039,0.020495633,-0.040500075,-0.041105645,0.016411273,-0.05268072,-0.064613177,-0.026567678,-0.045161863,0.025509443
HDF Global Equity C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05862,-0.024251631,-0.002220892,0.014249708,0.01076842,0.042848933,0.00252082,0.027109568,0.021775329,0.018925027,-0.025608804,0.023204236,0.023814298,0.010660225,-0.00220553,-0.036846243,0.016986585,0.028514777,-0.049251813,-0.001496645,-0.090590852,-0.013323834,-0.054952634,0.027403353,0.019901657,-0.040931154,-0.041565957,0.015841443,-0.053123543,-0.065163339,-0.027005319,-0.045576952,0.024883381
HDF Global Long/Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00107,0.001408493,0.013516479,0.011042981,-0.001216841,0.008099415,0.005578598,0.004980386,-0.007242217,-0.005627885,0.008799729,-0.000566801,-0.008727916,0.005139344,-0.003019603,0.003115838,-0.003318381,-0.007791253,0.009013227,0.017198376,0.016147274,0.008614078,0.027726518,0.010899674,0.011442648,0.005074171,0.010843416,0.037436267,0.025485813,0.006221272,0.009266096,-0.019551882,0.001959739,-0.010802494,0.000364015,0.013992954,0.0077563,0.015967822,0.02185862,0.009331296,0.023170496,0.003291187,-0.015769951,-0.00769025,0.016870941,0.026432018,0.019337506,0.025378689,-0.021683744,0.017234448,0.028084865,0.026951852,0.014449604,0.022021558,0.019842222,-0.027007271,-0.024516753,-0.003241231,0.001397455,0.00477692,0.023083292,0.012217806,0.024024605,0.016843285,0.018849231,-0.00863033,0.020457834,0.014857047,0.01169151,0.025599616,-0.054901983,0.013733527,0.032382926,-0.016012367,0.00408582,-0.032827944,0.000362179,-0.03703145,-0.001472551,0.018788594,0.008401808,-0.033180624,-0.010260428,-0.033666552,-0.061124323,-0.017885412,-0.00379697,0.006335623
HDF Global Opportunites A EUR,,,,,0,0.000523,-0.001699411,-0.068692271,0.007031306,-0.023949137,0.003004536,0.011981926,-0.009584799,0.0252615,0.065935508,0.034119021,0.007744617,0.031615418,-0.029738121,-0.02365787,0.010037897,0.016774542,-0.05659003,-0.064933355,0.08807295,0.00454069,-0.008910027,-0.002215162,0.008552896,-0.032239042,-0.018596452,-0.040215557,0.062779693,0.037354301,0.034655313,-0.000248439,0.000186614,0.053545284,-0.002126962,-0.009416972,0.037964733,0.061402597,0.084440853,0.022318744,-0.027166815,0.076733475,-0.004579769,0.045302837,0.01729128,-0.027813271,-0.035421369,-0.040722695,-0.01094451,-0.042971254,-0.003162914,-0.036512777,0.000323542,-0.034052486,0.020503779,-0.007226828,-0.018749141,-0.024839261,-0.035328046,0.022641685,0.003505629,-0.021714151,0.008569302,0.061950702,-0.02116794,-0.015609217,-0.010494162,0.009381339,0.064427068,-0.010413238,0.006247659,0.049401139,0.020242234,0.005544857,-0.020490012,0.016269786,0.018296919,0.014623594,0.043484408,0.00452551,0.083110493,0.053509515,-0.012790194,0.031036587,-0.000969887,0.02519701,0.075429875,-0.000990476,-0.004663109,-0.002250539,0.026252191,0.027094395,0.024099203,0.013119299,0.039388936,0.005041957,-0.001585955,0.001296551,-0.005018126,-0.033839965,-0.059946502,-0.037258749,0.012651984,0.008708882,0.025173108,0.006716274,0.014437394,0.048400877,0.004447155,0.024517773,-0.005224868,0.000259245,-0.007195525,0.002481281,0.054386837,0.063349517,0.012664372,0.037087762,0.020881777,-0.014900471,0.003217497,-0.002823256,0.014872884,0.011079097,0.0054385,0.001146023,0.004684242,0.001139374,0.00957919,0.00458686,0.003104712,0.003745698,0.01497799,0.00620413,-0.002055292,0.00259326,-0.002916123,0.005010523,0.006858265,0.008369847,0.012213898,0.001428449,0.008828038,0.003583272,0.002064304,-0.010325458,-0.008229197,0.005013146,-0.00385775,-0.004933164,0.00624658,-0.007144132,-0.000347107,-0.004691171,-0.005735853,0.00907945,0.015957459,0.014434667,0.011383418,0.019339112,0.003906747,0.013375468,-0.00098861,0.008838726,0.023500175,0.012617286,0.006626524,0.005008061,-0.02228258,0.006409803,-0.008448017,-0.003545963,0.008930502,0.0035939,0.012003008,0.013957196,0.013140617,0.016308463,-0.002217637,-0.009834046,-0.004806891,0.018703617,0.019822529,0.015443068,0.023619347,-0.027540932,0.024714233,0.027011445,0.028245958,0.013594452,0.018363182,0.019809911,-0.029368826,-0.020984021,0.000186891,0.008310086,0.002895528,0.021691819,0.008677023,0.022844675,0.012852551,0.018566521,-0.00508896,0.019090784,0.013429109,0.006940106,0.015495479,-0.038666057,0.015198835,0.028963305,-0.010178526,0.005035705,-0.034780787,0.001780682,-0.03323671,-0.003920175,0.01490641,0.009677446,-0.024624004,-0.01310204,-0.035114171,-0.057250044,-0.010654766,0.002923016,0.005281143
HDF Global Opportunites C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00654,0.025154511,0.026373411,0.027838632,0.013170019,0.018088116,0.019436048,-0.030271112,-0.024525598,-0.000224568,0.007908431,0.002386413,0.021259843,0.00835412,0.022308979,0.012433346,0.018147211,-0.005599802,0.018662386,0.013002992,0.006438839,0.015093154,-0.040005537,0.01477586,0.028544681,-0.010686539,0.004624724,-0.035224857,0.001194996,-0.03367391,-0.00438001,0.014315252,0.009229541,-0.025088959,-0.013665177,-0.035547968,-0.057803522,-0.011085646,0.002476725,0.004673314
HDF Global Opportunites I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00326,0.018679106,0.020088063,-0.029121464,-0.022713576,0.000283063,0.009308107,0.003284368,0.023025101,0.008965679,0.023283472,0.013134396,0.018877251,-0.004741723,0.019415958,0.013777112,0.007279977,0.015788869,-0.039524041,0.015476708,0.029250979,-0.009825583,0.005311562,-0.03448636,0.002154628,-0.032924624,-0.003627806,0.015292261,0.00999531,-0.02433584,-0.012728036,-0.034810635,-0.056894965,-0.010331437,0.003189491,0.005689365
HDF Global Opportunites M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01581,0.033529892,0.032661187,0.01631678,0.02186323,0.023225039,-0.031516635,-0.021832261,0.001346869,0.010403609,0.004627533,0.025257579,0.011007658,0.026567297,0.015400776,0.02174965,-0.004327555,0.022297669,0.016019573,0.009040164,0.018286099,-0.041394202,0.017955624,0.033324934,-0.010021033,0.006666205,-0.033454406,0.003504747,-0.0318977,-0.002557066,0.016655373,0.01108229,-0.023295712,-0.011401155,-0.033783561,-0.055626974,-0.009276371,0.004185699,0.007131336
HealthInvest Global Long/Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038674,0.054807379,0.015918204,-0.037681451,-0.057604332,0.007826432,-0.058881353,-0.063815542,-0.054035298,-0.087613564,0.024314039,-0.022023107,-0.106740616,-0.082390722,0.030697756,-0.018857722,0.024941387,-0.008540829,-0.058641673,0.021172856,0.005201793,0.033305324,0.011906461,0.070921158,0.027718469,-0.014334779,-0.052489475
Hedge Invest Sector Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003712,0.007140494,0.008577683,-0.00258055,-0.010084382,1.69E-05,0.004665828,-0.010270146,0.000486518,0.006606236,0.005423105,-0.000734046,0.000607217,0.002481666,0.013756623,0.007160729,0.010151374,0.018622331,0.002608351,0.023179535,-0.004654179,0.014044341,0.031667481,0.014324594,0.002233523,-0.008309377,-0.01071844,0.009841694,-0.010573966,0.000975223,0.013795462,0.000987036,0.015951165,0.007903665,0.011445631,0.012888955,-0.00325929,-0.015266663,0.006796126,0.023333333,0.023716099,0.007602014,0.0152659,-0.017168697,0.02208633,0.029655786,0.031176904,0.002052621,0.023621369,0.019834661,-0.031593451,-0.003144393,0.00545777,0.013272558,0.002981663,0.014695336,0.01276098,0.015297865,0.013784358,0.003287517,0.011512344,0.010031932,0.019225352,0.003114713,0.004745466,-0.02245852,0.02170135,0.031349362,-0.027812609,-0.004065113,-0.047799592,0.005926072,-0.031788955,0.018744918,0.021467018,-0.018244691,-0.013893874,-0.003364332,-0.064505321,-0.025832628,-0.008784836,-0.009331426,0.01561848
Hedge Invest Sector Specialist II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014841,0.013100574,0.015940498,0.013954668,0.003578507,0.011986177,0.01039018,0.019957545,0.003222381,0.133491717,-0.13406758,0.022299973,0.032395438,-0.028823384,-0.004271499,-0.049195176,0.006042142,-0.032654953,0.019304851,0.022150336,-0.018700134,-0.014280984,-0.003523065,-0.066796045,-0.026855469,-0.00917493,-0.009745776,0.016052686
HedgENERGY Master LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0117,0.0441,0.0112,0.0194,0.0009,0.0035,0.0053,-0.0126,-0.0074,-0.0062,0.0149,-0.0037,0.0231,-0.0043,0.0059,0.0895,0.0011,-0.0647,0.0308,0.0514,0.0733,0.0484,0.0806,-0.0666,-0.0105,0.0354,0.1053,-0.0905,0.0494,0.0196,-0.0286,0.0282,0.0153,-0.036,-0.0369,0.0714,0.0767,-0.0513,-0.0037,0.0016,0.0021,0.0137,0.027,-0.0091,-0.0682,-0.0124,0.0614,0.0492,-0.0498,0.0611,-0.0753,0.1108,0.0224,0.0831,0.0831,0.0103,-0.027,0.0333,-0.1656,-0.2695,-0.0671,-0.0578,-0.0098
Helios Strategic Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0085,0.0647,0.0401,-0.0504,0.0566,0.0505,0.0839,0.0361,0.0797,0.0588,-0.064,-0.0689,-0.0059,0.0739,0.0383,0.0322,0.0523,0.0498,0.0404,-0.016,0.0175,0.0923,0.0451,0.068,0.0682,-0.0243,0.1129,0.0913,0.0491,0.0803,-0.1106,-0.0469,-0.1782,0.0394,-0.0724,-0.169499391,-0.034300745,-0.0222,-0.147,-0.2069,-0.0624,0.0117,0.0039
Henderson European Absolute Return EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,0.020524965,0.010732934,0.033387544,0.019811146,0.039306463,0.044807407,0.013960876,0.007007997,0.038480432,0.032560706,0.044208597,0.019157648,0.053522744,0.024380278,0.007512299,-0.001451666,0.044670587,0.006515276,0.014831574,-0.029043844,-0.006569297,0.017719569,0.01879889,0.022662539,0.028457254,0.042093489,0.015479351,-0.00984701,0.02814923,0.038799934,0.065390078,0.080732767,0.019280852,0.009816666,-0.047052557,0.018539221,0.016646849,0.001124606,0.033116154,-0.008263744,0.003947022,0.061244103,0.063390137,0.038321592,0.005517447,-0.020317366,-0.090750833,0.059352368,0.050133585,0.05761748,-0.011499929,-0.039756761,0.019230769,0.009726488,0.080249149,0.032852833,0.002823759,0.042657863,-0.091292876,-0.037541846,-0.014599823,0.012655036,-0.034465588,0.006815,0.020233435,0.051714245,0.01565164,0.017894914,-0.000593707,0.04290429,0.035759462,0.061778187,0.032976578,-0.080032339,0.020106011,0.031523642,-0.086645044,0.03336484,0.069605844,0.060287297,-0.098153104,0.002325166,0.068,0.0298,-0.1497,-0.0591,-0.1711,-0.1903,-0.02,0.0248,0.1445
Henderson European Absolute Return USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0127,0.020144169,0.01055077,0.032854406,0.018547714,0.036328872,0.047443332,0.008723369,0.008980542,0.038404483,0.032698413,0.044727943,0.019641018,0.052160739,0.022970379,0.006367719,-0.002597576,0.04327212,0.007937016,0.014034419,-0.030247996,-0.008524378,0.017325604,0.019207376,0.020918399,0.027135122,0.0403163,0.015950708,-0.010315706,0.028291621,0.040267335,0.064246707,0.081295905,0.018051549,0.008591536,-0.048753965,0.017481185,0.015635972,0.000829684,0.033620412,-0.009045137,0.004271583,0.061786434,0.060215054,0.038420236,0.006357961,-0.019676499,-0.087972669,0.058871105,0.050492462,0.059852283,-0.01050009,-0.03865101,0.020345417,0.011085897,0.085543986,0.03362256,0.004754722,0.044515518,-0.091298235,-0.035553416,-0.012585119,0.01404535,-0.032152395,0.008682216,0.023232913,0.050757441,0.016893382,0.019248124,0.000720037,0.044904433,0.036307898,0.062792594,0.034130982,-0.077633349,0.022375104,0.031094333,-0.086852097,0.034139094,0.069286454,0.059590815,-0.101252087,0.002762837,0.0667,0.0291,-0.1513,-0.0591,-0.1711,-0.1831,-0.0217,0.0248,0.1431
Henderson European Style Rotational Long Short EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015,0.009814722,0.065060002,0.005680231,0.050092593,0.038973635,-0.007807859,-0.041655975,0.006961799,-0.014004609,-0.032452355,0.026107962,-0.009145237,0.00557434,0.00390767,-0.009052231,-0.008678177,0.013638039,0.008818182,0.000540687,0.022606503,-0.026774705,0.047330317,0.031106887,-0.004357664,-0.000336672,-0.026185064,0.036313332,-0.002336059,-0.000334504,0.0112,0.0482,-0.018,-0.082,-0.1014,0.0032,0.0015,-0.0152,0.0166
Henderson European Style Rotational Long Short GBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0126,-0.0314,0.0273,-0.0077,0.0072,0.0053,-0.0081,-0.0076,0.0146,0.0102,0.0016,0.0245,-0.0259,0.0565,0.0329,-0.0013,0.0027,-0.0292,0.0427,-0.000120229,0.000908183,0.0093,0.0414,-0.0148,-0.0744,-0.1005,0.0043,0.0025,-0.0172,0.0154
Henderson European Style Rotational Long Short USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0007,0.010607425,0.068719675,0.006022422,0.052495856,0.04060203,-0.007063572,-0.038279133,0.008365622,-0.011527378,-0.030744765,0.027891715,-0.007626142,0.006969887,0.00541308,-0.008296558,-0.007742969,0.014889228,0.009898365,0.001400193,0.019313117,-0.020833333,0.044654584,0.032185064,-0.004303695,-8.16E-05,-0.026180573,0.0360134,-0.003880356,-0.000892712,0.01,0.0475,-0.0197,-0.0819,-0.1009,0.0063,-0.0008,-0.0169,0.0155
Henderson Japan Absolute Return JPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-06,-0.017,-0.005,-0.005,0.042,0.021,0.038,-0.034,0.013,-0.017,-0.029,-0.046,0.018,-0.027,0.002,-0.015,-0.006,0.011,0.021,0.025,0.02,0.023,0.027,0.006,-0.006,0.019,0.003,0.034,0.062,0.01,-0.006,0.021,-0.014,-0.005,-0.02,-0.005,0.015,0.017,0.004,0.014,0.009,-0.0328,0.0233,0.0212,0.0051,0.0063,0.0446,-0.0018,0.0523,0.0358,0.0266,-0.0104,0.0359,0.0048,-0.0176,0.0013,-0.0362,0.0018,-0.0037,0.015,-0.0003,-0.0132,0.0166,-0.0162,-0.0066,-0.034,0.0057,0.0296,-0.0225,-0.0675,-0.0568,0.032,-0.0272,0.0007,-0.0034,-0.0338,-0.035635725,0.099352241,0.0229,-0.0237,-0.0078,-0.029,-0.0009,-0.0146,0.0532,0.0179,0.0389
