,01/31/90,02/28/90,03/31/90,04/30/90,05/31/90,06/30/90,07/31/90,08/31/90,09/30/90,10/31/90,11/30/90,12/31/90,01/31/91,02/28/91,03/31/91,04/30/91,05/31/91,06/30/91,07/31/91,08/31/91,09/30/91,10/31/91,11/30/91,12/31/91,01/31/92,02/29/92,03/31/92,04/30/92,05/31/92,06/30/92,07/31/92,08/31/92,09/30/92,10/31/92,11/30/92,12/31/92,01/31/93,02/28/93,03/31/93,04/30/93,05/31/93,06/30/93,07/31/93,08/31/93,09/30/93,10/31/93,11/30/93,12/31/93,01/31/94,02/28/94,03/31/94,04/30/94,05/31/94,06/30/94,07/31/94,08/31/94,09/30/94,10/31/94,11/30/94,12/31/94,01/31/95,02/28/95,03/31/95,04/30/95,05/31/95,06/30/95,07/31/95,08/31/95,09/30/95,10/31/95,11/30/95,12/31/95,01/31/96,02/29/96,03/31/96,04/30/96,05/31/96,06/30/96,07/31/96,08/31/96,09/30/96,10/31/96,11/30/96,12/31/96,01/31/97,02/28/97,03/31/97,04/30/97,05/31/97,06/30/97,07/31/97,08/31/97,09/30/97,10/31/97,11/30/97,12/31/97,01/31/98,02/28/98,03/31/98,04/30/98,05/31/98,06/30/98,07/31/98,08/31/98,09/30/98,10/31/98,11/30/98,12/31/98,01/31/99,02/28/99,03/31/99,04/30/99,05/31/99,06/30/99,07/31/99,08/31/99,09/30/99,10/31/99,11/30/99,12/31/99,01/31/00,02/29/00,03/31/00,04/30/00,05/31/00,06/30/00,07/31/00,08/31/00,09/30/00,10/31/00,11/30/00,12/31/00,01/31/01,02/28/01,03/31/01,04/30/01,05/31/01,06/30/01,07/31/01,08/31/01,09/30/01,10/31/01,11/30/01,12/31/01,01/31/02,02/28/02,03/31/02,04/30/02,05/31/02,06/30/02,07/31/02,08/31/02,09/30/02,10/31/02,11/30/02,12/31/02,01/31/03,02/28/03,03/31/03,04/30/03,05/31/03,06/30/03,07/31/03,08/31/03,09/30/03,10/31/03,11/30/03,12/31/03,01/31/04,02/29/04,03/31/04,04/30/04,05/31/04,06/30/04,07/31/04,08/31/04,09/30/04,10/31/04,11/30/04,12/31/04,01/31/05,02/28/05,03/31/05,04/30/05,05/31/05,06/30/05,07/31/05,08/31/05,09/30/05,10/31/05,11/30/05,12/31/05,01/31/06,02/28/06,03/31/06,04/30/06,05/31/06,06/30/06,07/31/06,08/31/06,09/30/06,10/31/06,11/30/06,12/31/06,01/31/07,02/28/07,03/31/07,04/30/07,05/31/07,06/30/07,07/31/07,08/31/07,09/30/07,10/31/07,11/30/07,12/31/07,01/31/08,02/29/08,03/31/08,04/30/08,05/31/08,06/30/08,07/31/08,08/31/08,09/30/08,10/31/08,11/30/08,12/31/08,01/31/09
Man AP Enhanced Series 3 Ltd USD Cap Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0021,0.01803788,0.00019687,0.013778171,0.022425007,0.03057349,0.020729685,-0.04233234,-0.014231857,0.066928005,0.039698898,0.017066023,-0.013728814,-0.08137137,0.054531849,0.051179706,-0.032739853,-0.027130769,0.006187231,0.026735585,-0.022914678,-0.001776672,0.029100294,0.000778277,-0.079063337,-0.038093451,-0.083886071,-0.028854344,0.000657823,0.053358168,-0.056896193
Man AP Enhanced Series 3 Ltd USD Inc Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025,0.016842105,0.002070393,0.010920897,0.021411192,0.022772749,0.018818707,-0.035844916,-0.015459029,0.058953858,0.034658419,0.015122209,-0.015243374,-0.077210202,0.04771295,0.049688294,-0.029192456,-0.026276347,0.0048461,0.019668631,-0.025038967,0.001902474,0.025537988,0.002315139,-0.072781615,-0.030082508,-0.080928336,-0.048273545,0.043559962,0.063681356,-0.057859178
Man AP Enhanced Series 4 Ltd EUR Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0066,-0.018220254,-0.015892546,0.050427172,0.028466574,0.013598225,-0.025309229,-0.081999219,0.056678009,0.04156184,-0.037391304,-0.016360534,-0.001530612,0.033111906,-0.020476803,-0.000201979,0.033737374,0.001172562,-0.082861605,-0.042247526,-0.087777778,0.013398295,0.001201923,-0.006002401,-0.002536232
Man AP Enhanced Series 4 Ltd USD Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0057,-0.018002615,-0.018435068,0.061456594,0.038140175,0.012877568,-0.016266243,-0.08647724,0.052220951,0.048937222,-0.033176249,-0.034899591,0.000505051,0.019081272,-0.033584308,0.005228088,0.026106465,0.001391373,-0.085649067,-0.029632042,-0.074944072,-0.060459492,0.078507079,0.07875895,-0.063495575
Man MGS Multi Style Ltd MGS Managed Futures Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0118,-0.041995547,-0.008661667,0.010335642,0.013815651,0.038073442,0.042188596,0.000865385,-0.032760111,0.014799364,-0.006166194,-0.013689187,0.031752371,0.041033582,-0.003718509,0.003825697,0.029001673,-0.005600723,0.030977471,-0.023790642,0.032132864,-0.016090949,0.032086037,0.050034447,-0.043877635,-0.023588952,-0.026706492,0.018142432,-0.015070922,0.013681368,0.03445214,0.029356223,0.033272181,-0.066499879,-0.029480418,0.072153928,0.036889332,0.033814103,-0.010230972,-0.060140955,0.082652891,0.053947976,-0.006863819,-0.007425925,0.060296296,0.080760095,0.001939237,-0.024903226,0.022363372,0.01909138,-0.082555407,-0.033709421,-0.008595989,0.073699422,0.047779273,0.024405909,-0.000250784
Man RMF Commodity Strategies EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0142,0.015184382,0.031468531,-0.01826742,0.031939382,0.044706757,0.063256228,-0.008283826,0.046321296,0.051447464,-0.012961117,-0.008313908,-0.000470109,-0.007290115,-0.020530638,0.03248952,0.038026079,0.017225816,-0.02166679,0.019501134,0.007413998,0.010229614,0.008304801,0.001950726,0.007282954,-0.031355144,0.028379277,0.011282788,-0.020466174,0.013421358,0.001574916,0.034736616,-0.030185812,0.015883191,0.021874781,0.020651801,-0.038383974,-0.00335547,-0.032194711,-0.033845485,0.000150026,0.001950049,0.006362752
Man RMF Commodity Strategies USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0201,0.010293109,0.000679216,-0.026859304,0.005679554,0.01733875,0.016653681,0.018775745,0.033004231,-0.016384489,0.032759578,0.047670251,0.066883339,-0.00617284,0.049286118,0.056426814,-0.012079755,-0.006923984,0.001335113,-0.004962963,-0.018834214,0.033763278,0.04146789,0.019309373,-0.020810288,0.021464379,0.008847722,0.011853374,0.009818527,0.003017502,0.008356732,-0.030763111,0.031329092,0.012402998,-0.021357442,0.014660597,0.004156495,0.035019711,-0.031359106,0.014614326,0.021508849,0.019601644,-0.040620155,-0.004201681,-0.039013307,-0.02154823,-0.001656886,0.004909757,0.003853565
Managed Futures Segregated Porffolio A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.0854601,-0.02995047,0.012310221,0.028037904,0.043812618,0.035975926,0,0.060428498,0,0,0.052356664,-0.043091919,0,0.098441076,-0.019366904,0,0,-0.022152753,0,0.024827463,0.040857468,-0.025504028,0.03919301,0,0.023420304,-0.010374881,-0.00499764,0.045294657,-0.012466642,0.015191619,0.032293821,0.021105246,0.038605378,-0.059923278,-0.039873485,0.064115022,0.050311431,0.018186573,-0.012065171,-0.009092634,0.070033116,0.024394446,0.023554756,0.001870848,0.037757156,0.077891525,-0.007376869,-0.010647546,0.017808636,0.048885629,-0.04830172,-0.027340813,-0.00471879,0.036014153,0.048068578,0.020009357,0.008993906
Managed Futures Segregated Porffolio B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.08805,-0.031324195,0.010862888,0.026585142,0.042335719,0.034514877,0,0.057429869,0,0,0.047881907,-0.044452357,0,0.095333639,-0.020751557,0,0,-0.026286488,0,0.021928059,0.039379101,-0.026888759,0.037721488,0,0.020529135,-0.011775521,-0.006410365,0.043817241,-0.014041554,0.0135799,0.030655374,0.01947543,0.036940974,-0.136328915,0.041690512,0.062413638,0.04863984,0.016564555,-0.013633992,-0.010670482,0.068336221,0.022771656,0.021926892,0.000283298,0.03629228,0.076360963,-0.008784074,-0.01205172,0.016365814,0.047395754,-0.049652629,-0.028722937,-0.006125565,0.03454619,0.046584667,0.018565765,0.007566074
Mapleridge Limited (Class A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0007,0.0119,-0.0296,0.0234,0.0011,-0.0168,-0.01,0.0254,0.0028,0.0212,0.0139,0.0068,0.0155,-0.0102,0.0192,0.0025,0.0114,-0.0124,-0.0076,-0.0019,0.0185,-0.0104,0.0238,-0.0396,0.0253,-0.0148,0.0114,-0.007,-0.0123,-0.0111,-0.0064,0.0192,0.0241,0.0001,0.0209,0.0216,-0.0083,0.0246,0.0036,0.0176,-0.0134,-0.0169,0.0006,-0.015,0.0207,0.0068,0.0264,-0.0007,-0.0008,0.013,0.0009,0.0052,0.0151,-0.0193,0.027,0.0211,0.0232,0.0077,0.0031,-0.0362,0.0041,0.0036,-0.013,-0.0608,0.0062,0.0254,-0.0488,0.0029,0.0113,0.0093,0.0393,0.0408,0.0157,0.0003,0.0295,0.0078,0.0126,0.0126,-0.0057,0.0081,0.0135,0.0123,0.0062,-0.0098,0.0109,0.0157,0.014,-0.0048,-0.0023
Mapleridge Limited (Class B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025,0.029,-0.0675,0.0568,0.0021,-0.0361,-0.0241,0.0592,0.0074,0.0511,0.0352,0.0169,0.0366,-0.0206,0.0464,0.0066,0.0247,-0.0287,-0.0212,-0.0092,0.0472,-0.0275,0.0603,-0.0968,0.064,-0.0357,0.0296,-0.0166,-0.0311,-0.0269,-0.015,0.0509,0.0602,0.0022,0.0516,0.0518,-0.0191,0.058,0.0078,0.0403,-0.0336,-0.0427,0.0005,-0.0383,0.0503,0.0157,0.0659,-0.0034,-0.0031,0.0288,0.0003,0.0102,0.0331,-0.0471,0.0603,0.0493,0.051,0.0152,0.0046,-0.0951,0.0064,0.005,-0.0374,-0.1501,0.0105,0.0616,-0.1267,0.0027,0.0245,0.0204,0.095,0.0972,0.0343,-0.0022,0.0886,0.0166,0.0274,0.0285,-0.0159,0.0186,0.0313,0.0284,0.0141,-0.0244,0.0258,0.0373,0.0341,-0.0098,-0.0037
Mark J Walsh Global LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.318,0.0549,0.1396,-0.024,-0.1805,-0.0535,-0.0335,-0.1436,0.062,0.4306,0.0537,-0.0938,0.0211,0.1951,-0.1366,0.0094,-0.0617,-0.0106,0.1022,0.1863,0.1331,-0.1074,0.103,0.1373,0.1061,-0.107,-0.0258,0.0375,0.142,-0.1867,0.0387,-0.1195,0.0552,0.0959,0.0561,0.0464,-0.0714,-0.1109,0.0282,0.0358,-0.0274,0.4125,0.1241,-0.0164,0.0082,-0.054,-0.0297,0.1626,-0.0731,0.0112,-0.022,-0.0178,0.0083,-0.0799,0.0695,-0.1589,0.0202,-0.0284,0.0102,-0.033,0.0199,0.0124,0.056,0.0289,-0.021,0.0528,-0.043,-0.0022,0.0602,0.2172,0.0112,-0.0346,0.1242,-0.0883,-0.0454,-0.0336,-0.0022,0.0766,0.0765,0.0408,-0.0964,-0.0373,-0.0648,-0.0353,0.0328,-0.0359,0.1,0.1682,0.1237,0.0142,0.0822,-0.0942,-0.0279,0.1667,0.0555,0.0447,-0.1239,0.0165,0.0924,-0.0396,0.002,0.0071,0.0658,0.0211,-0.0516,0.0323,0.063,0.0838,0.0448,-0.061,-0.0043,-0.0502,0.0352,-0.0029,0.022,0.0509,0.0862,-0.0463,-0.0793,0.0637,-0.0328,-0.0418,0.0427,0.0042,-0.0384,0.0543,0.0164,-0.0332,0.0717,-0.0291,-0.0165,-0.0566,0.0449,0.2252,-0.0228,-0.0958,-0.0658,0.0095,-0.0366,0.0292,0.098,-0.0995,0.0271,0.025,-0.0418,0.0429,-0.012,0.0348,-0.0019,-0.0227,0.1051,-0.0442,0.0534,0.0363,0.1349,0.1915,-0.0993,0.0578,0.0416,0.069,-0.0872,0.0358,-0.0163,0.0765,0.0225,0.022,-0.0496
Millburn Commodity LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01237,-0.062289479,-0.019845993,-0.026534977,-0.003554947,0.065347456,0.001528798,-0.001630305,0.066972458,0.034294181,0.103109302,-0.024743466,0.041640019,0.071430974,0.005573392,-0.026463494,-0.009622247,-0.014274032,0.004115057,0.033341786,0.009649713,0.003034247,0.010747981,0.006426616,-0.045098627,0.018363537,0.007277756,-0.007719403,-0.001106833,-0.031334341,0.07619211,0.050852991,-0.000838084,0.055952854,0.036875227,0.166413504,-0.065430086,0.016660608,0.032191169,0.073147357,-0.068166902,-0.037589991,0.019292142,0.0923,0.0169,0.0138,-0.0041
Millburn International (Cayman) Ltd Diversified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085363705,0.035316752,0.015284553,0.078135363,0.061741935,-0.024422456,-0.032413781,0.015426952,0.00370672,0.07499434,-0.072646238,0.009931583,-0.003240226,-0.00041154,0.044520456,0.034937546,-0.025401394,0.008874671,-0.067346782,0.040231886,0.032456497,-0.048157882,0.063289137,0.051811425,-0.014008848,-0.000408675,0.030678578,-0.043050348,0.034225783,0.013903388,0.06195162,-0.031990031,0.058151721,-0.035609113,0.008688691,0.007488785,-0.112752052,0.025790043,0.031794406,0.014875884,-0.011226212,-0.042218828,0.011781002,-0.014541632,-0.045587877,-0.010629222,0.03464351,-0.021873521,0.053748815,0.05690589,0.126330828,0.009130027,-0.013913322,0.088763444,-0.048907702,0.019122324,-0.020842803,-0.044549398,0.027243181,-0.020626703,0.035254071,-0.065000544,0.02369206,0.023496335,-0.036427677,0.016442365,-0.035871113,0.070235558,0.117441449,0.057348167,0.01279593,0.058702583,-0.069660282,-0.032275952,0.066371429,0.0411,0.0635,-0.0797,-0.0024,0.0925,-0.0302,0.0233,0.0218,-0.011,-0.0724,-0.0223,0.0355,0.017181833,0.034963246,-0.014004649,-0.099071476,-0.012083897,-0.038540346,-0.042336694,-0.021309055,0.016592658,0.068916588,0.096849245,0.009698893,-0.030950985,0.007292915,-0.030757383,-0.045094768,0.023556551,0.049106572,0.002160057,0.017581986,0.049094836,-0.02350232,0.063324169,0.00217443,0.054233015,-0.008942815,0.025459401,0.040150379,-0.057165982,-0.017260906,-0.027016237,-0.008914778,0.003964431,0.031194889,0.006424273,0.051277034,0.014908456,-0.0234325,0.027156742,0.062591888,0.067878795,0.039096819,-0.045138077,-0.094502359,0.057863816,0.061395697,-0.024589154,0.016307011,0.013203637,0.068511728,-0.024135266,-0.010920261,0.01506988,0.064695418,-0.031681565,-0.041216846,0.03,0.0909,0.0202,0.0141,0.0025
Millburn International Stock Index,-0.0493,-0.0635,-0.0846,-0.0073,0.1022,-0.0148,0.0133,-0.0975,-0.1398,0.1572,-0.0576,0.0014,0.0071,0.1056,-0.009,-0.0159,0.0114,-0.0701,0.0356,-0.0266,0.0556,0.0119,-0.0481,0.0504,-0.0326,-0.0338,-0.0665,-0.0007,0.0646,-0.0479,-0.0292,0.0641,-0.0229,-0.0234,0.0253,0.0016,-0.0093,0.0182,0.0827,0.0907,0.0279,-0.0266,0.0322,0.0439,-0.0186,0.0341,-0.0994,0.0851,0.0672,-0.011,-0.0451,0.0471,-0.0058,0.0134,0.0089,0.0226,-0.0395,0.0392,-0.0479,-0.0172,-0.048,-0.0117,0.0545,0.0466,-0.0315,-0.0241,0.0736,0.0154,0.0175,-0.0164,0.0317,0.0403,0.0335,-0.0114,0.0293,0.0328,-0.0106,0.0157,-0.0361,0.0028,0.039,-0.0006,0.0319,-0.0036,0.0083,0.0211,0.0005,0.0126,0.0483,0.0593,0.0406,-0.0812,0.0556,-0.0778,0.0081,0.0211,0.0372,0.0575,0.0485,0.0008,0.0117,-0.0101,0.0086,-0.1368,-0.0311,0.1035,0.0521,0.0141,0.0062,-0.0058,0.0504,0.0433,-0.0506,0.0417,0.011,0.004,-0.0026,0.036,0.0595,0.0896,-0.0453,0.027,0.0341,-0.0206,-0.0386,0.0257,-0.0418,0.0309,-0.0404,-0.0014,-0.048,0.0437,0.0043,-0.0741,-0.0333,0.0586,-0.0159,-0.0423,-0.0353,-0.0287,-0.1049,0.0237,0.0259,0.0121,-0.0314,-0.0078,0.0471,0.0032,0.0148,-0.041,-0.0986,-0.0023,-0.1112,0.0523,0.0448,-0.0441,-0.0428,-0.0262,-0.0244,0.0956,0.0596,0.0237,0.0248,0.027,0.0149,0.0622,0.0212,0.0782,0.0134,0.0229,-0.0107,-0.0139,-0.0021,0.0273,-0.0356,-0.0065,0.0236,0.0337,0.0672,0.0414,-0.0198,0.0361,-0.0257,-0.0202,-0.004,0.0129,0.0327,0.0149,0.0536,-0.0263,0.0392,0.0384,0.045,-0.0026,0.0325,0.0324,-0.0397,-0.0064,0.0109,0.0296,0.0038,0.0357,0.0276,0.0365,0.0169,-0.0012,0.0247,0.0418,0.0308,0.0008,-0.0313,-0.0103,0.0522,0.0447,-0.0453,-0.0274,-0.0793,-0.0078,0.0002,0.0524,0.0131,-0.0864,-0.0352,-0.0433,-0.1258,-0.1608,-0.0549,0.0155,-0.106
MKP Global Futures LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0082,-0.012,0.0151,0.0439,0.0176,-0.0371,-0.0253,0.0273,-0.0231,-0.024,0.056,-0.0336,0.0142,-0.025,-0.0462,0.0488,0.0277,0.0344,0.0316,0.037,0.079,0.0011,0.0503,-0.0342,0.0107,0.0146,0.007,0.0076,0.0078,-0.0013,0.0089,0.1465,-0.057,0.1064,0.0117,0.0168,-0.023
MKP Global Futures Offshore Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0082,-0.012,0.0151,0.0439,0.0176,-0.0371,-0.0253,0.0273,-0.0231,-0.024,0.056,-0.0336,0.0142,-0.025,-0.0462,0.0488,0.0277,0.0344,0.0316,0.037,0.079,0.0011,0.0503,-0.0342,0.0107,0.0146,0.007,0.0076,0.0078,-0.0013,0.0089,0.1465,-0.057,0.1064,0.0117,0.0168,-0.023
MLM Index Leveraged (Class A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0769,-0.1879,0.029,-0.0301,-0.0231,0.0513,-0.0059,0.0163,-0.052,-0.0181,0.0168,-0.0088,0.0261,-0.0663,-0.0119,0.0772,0.0308,-0.0066,0.109,-0.005,0.0498,0.0885,0.0086,-0.0477,0.028,0.0913,-0.0472,0.0199,6.59E-05,-0.048951218,-0.023135903,0.024854059,0.016673104,-0.046226455,0.024272263,0.01767292,-0.01892661,-0.171827123,-0.000232751,-0.036532758,-0.005634,-0.018834193,0.034065151,0.042066299,-0.045232341,-0.005233873,0.066665949,0.083268077,0.050070531,-0.079028064,-0.020430472,-0.007031108,-0.030631328,-0.103632318,0.004163946,-0.052435905,0.107562108,0.031165788,0.049966822,0.023168401,0.110169117,0.061572181,-0.079226205,-0.05412846,-0.056430089,-0.016431888,-0.099832421,0.191663984,0.030269776,0.002970664,-0.072829249,0.012368454,-0.024831161,-0.014031954,-0.029332409,0.002566612,0.019166697,-0.023732677,0.044666529,0.03286796,-0.0453,0.017039444,0.011458633,-0.000126344,-0.018227384,0.017364537,-0.01353645,-0.039531479,-0.02353347,-0.03843568,-0.00382774,0.005757724,-0.029333491,-0.00222994,0.021457707,-0.014431067,-0.010044643,-0.029336797,-0.001628582,0.001454205,0.002264003,-0.013738531,-0.055437326,0.048058757,0.032361875,-0.014237575,-0.004038419,0.03565927,0.082163491,-0.00453234,-0.016637166,0.020666767,0.033868414,-0.113628138,-0.084437499,0.019255292,0.232560922,0.090969907,0.03766836,0.031765652
MLM Index Leveraged (Class B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0664,-0.1874,0.0297,-0.028,-0.0226,0.0527,-0.0047,0.0175,-0.0506,-0.0173,0.0179,-0.0074,0.0276,-0.0658,-0.0104,0.0785,0.0321,-0.0053,0.1103,-0.0037,0.0511,0.0898,0.0099,-0.0465,0.0287,0.0926,-0.0459,0.0212,0.0014,-0.0477,-0.0218,0.0261,0.0179,-0.045,0.0255,0.019,-0.0177,-0.1707,0.001,-0.0353,-0.0043,-0.0176,0.0354,0.0434,-0.044,-0.0039,0.068,0.0847,0.0514,-0.0779,-0.0192,-0.0057,-0.0296,-0.1024,0.0055,-0.0512,0.109,0.0325,0.052,0.0245,0.1116,0.063,-0.078,-0.0529,-0.0552,-0.0151,-0.0987,0.1932,0.0316,0.0042,-0.0717,0.0137,-0.0235,-0.0127,-0.0281,0.0038,0.0205,-0.0224,0.046,0.0342,-0.0441,0.018400204,0.012801051,0.001102726,-0.017000057,0.018599755,-0.012206321,-0.038301375,-0.02229495,-0.037202212,-0.002599514,0.007099994,-0.028099956,-0.000899962,0.022798258,-0.013092991,-0.008801,-0.028106331,-0.000293252,0.002696452,0.003599478,-0.012399951,-0.054099371,0.049298868,0.033700064,-0.012995635,-0.002701733,0.036892571,0.083507692,-0.003301783,-0.015298767,0.021897851,0.03509571,-0.11229974,-0.083197631,0.020499035,0.233806,0.092295116,0.038903045,0.033103146
MLM Index Unleveraged (Class A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0287,-0.0623,0.010714035,-0.008248715,-0.005458631,0.018189601,0.000659147,0.007779587,-0.0162,-0.004741178,0.007379313,-0.0002,0.0096,-0.0197,-0.00176887,0.0272,0.0124,0,0.039749979,0.0004,0.0189,0.0312,0.0043,-0.0143,0.0107,0.0316,-0.0138,0.0079,0.001,-0.0152,-0.006,0.0081,0.007,-0.0143,0.0097,0.0066,-0.0065,-0.0551,0,-0.0113,-0.0005,-0.0062,0.0117,0.014,-0.0129,-0.0021,0.0227,0.0278,0.0164,-0.0266,-0.0058,-0.0017,-0.0118,-0.0352,0.0008,-0.0179,0.0353,0.0098,0.0152,0.0073,0.0366,0.022,-0.027,-0.0188,-0.0194,-0.0059,-0.0336,0.0634,0.0095,0.0006,-0.025,0.0039,-0.0086,-0.0043,-0.0091,0.0013,0.0067,-0.0063,0.0158,0.0118,-0.0141,0.006495542,0.005603124,0.001605151,-0.004706424,0.007301229,-0.003095918,-0.011205721,-0.005601118,-0.01119973,0.000606612,0.004698393,-0.007797179,0.001197298,0.009301178,-0.00250134,-0.001696881,-0.004003891,-0.002300238,0.0019,0.0024004,-0.001700362,-0.016600366,0.017700812,0.013499538,-0.003099589,0.001298245,0.012600519,0.028298834,-0.000899054,-0.004499289,0.006896988,0.011401244,-0.038496019,-0.027399219,0.00699532,0.077205769,0.032095526,0.013403706,0.009595752
